"x1","x2","x3","x4","x5","tau","mu","pi","Z","Y"
-0.520880008896716,-2.20064912582991,-1.62676690494232,1,2,3,0.847350359919238,0.785687677881687,0,0.370984385021057
-0.827869598466439,-1.16629940810088,-0.250864533177856,1,3,3,-2.79231687964858,0.112940567087642,0,-2.80677914194157
0.278042084895167,-0.0760538873047323,-0.802228577318866,1,1,3,2.77694669379978,0.90526904886273,1,7.25418021929882
1.22679044158718,-1.11966814452194,-0.00307148123432738,0,1,3,2.99623193618021,0.881069432109941,1,6.23318736482061
0.169678569913311,-0.679988559217164,-0.85700734482453,0,2,3,-0.14541578067503,0.446789524331976,0,-1.22461710567212
-0.509096511683697,0.717327719108979,0.490123454767029,0,1,3,2.75047985888374,0.866949986327988,1,7.39004821892715
0.244219027651575,0.641041471469811,0.651828129792451,0,2,3,0.159188832053857,0.552155305866116,1,3.93352774878536
-0.227426424177866,-0.00900505393994814,-0.0211058525624289,0,3,3,-2.9951999714225,0.0897715561832095,0,-3.8906676455714
-0.14176688143417,1.156108989259,0.965910736178934,1,2,3,-0.136934152811871,0.507327864323638,1,2.30464080874875
0.863523406426807,0.338491711243494,0.338726194078491,1,1,3,3.29249799695665,0.931476224949708,1,6.18765355417889
1.78247030653521,-0.192395723809506,-1.14840588771554,0,3,3,-5.04699939470316,0.0760649425748414,0,-3.98692407718589
-0.230103962699417,0.21122681865858,0.744235998508786,0,2,3,-0.171251652440429,0.452161720111114,1,1.3845408734198
-0.548689725941482,-0.880725160730593,0.56102710508803,0,2,3,-0.307829808536494,0.42579591558987,1,4.50836152930818
0.630979116717925,-0.261170136943406,-0.265639856959089,0,2,3,-0.167613202309122,0.377442588553905,0,-1.00249951517022
-0.218036623895126,-1.4727433273335,1.91376559753622,0,1,3,2.58272901018656,0.928658697678139,1,5.22024846148338
-1.22144468692631,-0.422840957041197,1.30115258781542,1,1,3,1.41071408473244,0.914289947854493,1,5.31778652285905
-1.27305047856247,1.72885660272242,-0.468614032791369,0,1,3,3.59656931870614,0.89851653109943,1,5.74227232177595
-1.12522621041328,-0.176600879788466,-0.532457985860971,0,2,3,0.599135681634626,0.805898718744172,0,0.56463147218451
1.11124628091538,-0.354826487687913,0.0334320705033387,1,2,3,0.0371512640101358,0.357707700863052,0,-0.749366990483885
0.270628651879742,1.60164599235641,0.364061758966325,0,2,3,0.0985255430300239,0.446566568061365,0,0.44620272377225
-0.14182560561947,-0.65592759806767,1.55566132414241,0,2,3,-0.220632609435283,0.411896100203311,0,0.960353862224867
1.0097099510876,-1.30034317310122,0.212505251387674,0,1,3,3.21456866698451,0.869921814335026,1,6.15181172260727
-0.0647797101855886,0.396878141549115,0.959921104150804,1,3,3,-3.06218341092792,0.101408198429042,0,-3.10269560438522
1.14577104569592,0.319126704791913,2.5636817303937,1,1,3,5.9373922970647,0.924308343217005,1,9.24734721167071
-0.374934569233873,-0.929904033984283,-0.0468716455947739,0,3,3,-2.98242619974964,0.0877308591540472,0,-2.27957977463297
-0.175519315841555,-0.841982265585359,0.348852876038941,0,3,3,-3.06123041813171,0.146758243342467,1,0.077277197246438
1.67852548855666,-0.166786886106838,0.495353239483583,1,1,3,3.83146303831231,0.882733299560833,0,4.45201781793242
-1.57785675025468,-0.689819137344616,0.944414502171843,0,3,3,-4.49015079729025,0.129712616352725,0,-5.19643675403061
0.338256949071842,1.07653142786199,0.209196692343463,0,3,3,-2.92923776509198,0.139078339475951,0,-2.98701874262599
-0.0633852283646016,0.717662205075619,-0.561878618421896,0,3,3,-2.96438519545814,0.0664615468591812,0,-2.22198324589379
0.188663023632731,-3.48780266105677,-0.46414785395058,1,2,3,-0.0875675375389596,0.425887545080973,1,3.73193550785846
0.753602740589951,-0.277021738333725,0.284488180673511,0,1,3,3.21439107262101,0.908987246661464,1,6.3672934177427
0.751113954428733,-0.242506302587752,1.5630283438837,0,1,3,4.17401240025868,0.867364455641158,1,7.55270260693983
0.0708733736372842,-0.087111477111427,0.591695882017121,1,3,3,-2.95806451667416,0.0850096490349048,0,-2.31450639109691
1.26844227243959,1.50971943375067,1.05616733557561,0,2,3,1.33968729521399,0.7408354128193,1,4.93097362057922
-0.515077053150752,0.907283153371635,-0.964075749007811,0,3,3,-2.50342670418695,0.0820521817742299,0,-2.82034416322481
0.269049653412522,1.21674772205701,0.200547629152075,1,3,3,-2.94604272988393,0.0629533414747473,0,-1.67415829587135
-0.461688111327946,-0.0647348939560131,2.11597741437319,1,3,3,-3.97692161605455,0.0636384764528724,0,-4.73682206786503
-1.48344963402706,-0.504730361095737,-1.22545891994148,0,3,3,-1.18209341369761,0.334799431000321,0,-1.88785452686799
